  1.55500000	   1.55500000	   0.00342452	   0
  1.55500000	   3.11000000	   0.00305344	   0
  1.55500000	   4.66500000	   0.00266567	   0
  1.55500000	   6.22000000	   0.00236073	   0
  1.55500000	   7.77500000	   0.00214162	   0
  1.55500000	   9.33000000	   0.00200672	   0
  1.55500000	  10.88500000	   0.00200334	   0
  1.55500000	  12.44000000	   0.00200453	   0
  1.55500000	  13.99500000	   0.00205890	   0
  1.55500000	  15.55000000	   0.00216898	   0
  1.55500000	  17.10500000	   0.00230660	   0
  1.55500000	  18.66000000	   0.00247218	   0
  1.55500000	  20.21500000	   0.00266353	   0
  1.55500000	  21.77000000	   0.00295781	   0
  1.55500000	  23.32500000	   0.00328931	   0
  1.55500000	  24.88000000	   0.00365405	   0
  1.55500000	  26.43500000	   0.00404913	   0
  1.55500000	  27.99000000	   0.00447240	   0
  1.55500000	  29.54500000	   0.00492136	   0
  1.55500000	  31.10000000	   0.00539175	   0
  1.55500000	  32.65500000	   0.00587630	   0
  1.55500000	  34.21000000	   0.00636378	   0
  1.55500000	  35.76500000	   0.00683978	   0
  1.55500000	  37.32000000	   0.00728804	   0
  1.55500000	  38.87500000	   0.00769305	   0
  1.55500000	  40.43000000	   0.00804149	   0
  1.55500000	  41.98500000	   0.00832328	   0
  1.55500000	  43.54000000	   0.00853144	   0
  1.55500000	  45.09500000	   0.00854876	   0
  1.55500000	  46.65000000	   0.00854876	   0
  1.55500000	  48.20500000	   0.00833908	   0
  1.55500000	  49.76000000	   0.00805776	   0
  1.55500000	  51.31500000	   0.00790574	   0
  1.55500000	  52.87000000	   0.00762174	   0
  1.55500000	  54.42500000	   0.00722331	   0
  1.55500000	  55.98000000	   0.00671550	   0
  1.55500000	  57.53500000	   0.00616102	   0
  1.55500000	  59.09000000	   0.00557694	   0
  1.55500000	  60.64500000	   0.00498308	   0
  1.55500000	  62.20000000	   0.00440267	   0
  1.55500000	  63.75500000	   0.00374922	   0
  1.55500000	  65.31000000	   0.00305139	   0
  1.55500000	  66.86500000	   0.00284584	   0
  1.55500000	  68.42000000	   0.00282576	   0
  1.55500000	  69.97500000	   0.00282576	   0
  1.55500000	  71.53000000	   0.00282576	   0
  1.55500000	  73.08500000	   0.00299545	   0
  1.55500000	  74.64000000	   0.00333221	   0
  1.55500000	  76.19500000	   0.00377912	   0
  1.55500000	  77.75000000	   0.00425240	   0
  1.55500000	  79.30500000	   0.00465879	   0
  1.55500000	  80.86000000	   0.00465879	   0
  1.55500000	  82.41500000	   0.00435292	   0
  1.55500000	  83.97000000	   0.00379290	   0
  1.55500000	  85.52500000	   0.00347639	   0
  1.55500000	  87.08000000	   0.00299578	   0
  1.55500000	  88.63500000	   0.00217576	   0
  1.55500000	  90.19000000	   0.00148680	   0
  1.55500000	  91.74500000	   0.00092260	   0
  1.55500000	  93.30000000	   0.00036529	   0
  1.55500000	  94.85500000	  -0.00017372	   0
  1.55500000	  96.41000000	  -0.00065465	   0
  1.55500000	  97.96500000	  -0.00103777	   0
  1.55500000	  99.52000000	  -0.00103777	   0
  1.55500000	 101.07500000	  -0.00084730	   0
  1.55500000	 102.63000000	  -0.00070844	   0
  1.55500000	 104.18500000	  -0.00034709	   0
  1.55500000	 105.74000000	   0.00002252	   0
  1.55500000	 107.29500000	   0.00033224	   0
  1.55500000	 108.85000000	   0.00077788	   0
  1.55500000	 110.40500000	   0.00133207	   0
  1.55500000	 111.96000000	   0.00178502	   0
  1.55500000	 113.51500000	   0.00178502	   0
  1.55500000	 115.07000000	   0.00124197	   0
  1.55500000	 116.62500000	   0.00033619	   0
  1.55500000	 118.18000000	  -0.00085015	   0
  1.55500000	 119.73500000	  -0.00189759	   0
  1.55500000	 121.29000000	  -0.00287302	   0
  1.55500000	 122.84500000	  -0.00396307	   0
  1.55500000	 124.40000000	  -0.00529417	   0
  1.55500000	 125.95500000	  -0.00672355	   0
  1.55500000	 127.51000000	  -0.00795035	   0
  1.55500000	 129.06500000	  -0.00856664	   0
  1.55500000	 130.62000000	  -0.00888818	   0
  1.55500000	 132.17500000	  -0.00892058	   0
  1.55500000	 133.73000000	  -0.00892058	   0
  1.55500000	 135.28500000	  -0.00804940	   0
  1.55500000	 136.84000000	  -0.00697122	   0
  1.55500000	 138.39500000	  -0.00607809	   0
  1.55500000	 139.95000000	  -0.00511385	   0
  1.55500000	 141.50500000	  -0.00415123	   0
  1.55500000	 143.06000000	  -0.00326987	   0
  1.55500000	 144.61500000	  -0.00230813	   0
  1.55500000	 146.17000000	  -0.00162492	   0
  1.55500000	 147.72500000	  -0.00158733	   0
  1.55500000	 149.28000000	  -0.00148255	   0
  1.55500000	 150.83500000	  -0.00180146	   0
  1.55500000	 152.39000000	  -0.00221471	   0
  1.55500000	 153.94500000	  -0.00275679	   0
  1.55500000	 155.50000000	  -0.00340928	   0
  1.55500000	 157.05500000	  -0.00436453	   0
  1.55500000	 158.61000000	  -0.00532184	   0
  1.55500000	 160.16500000	  -0.00618357	   0
  1.55500000	 161.72000000	  -0.00660016	   0
  1.55500000	 163.27500000	  -0.00690347	   0
  1.55500000	 164.83000000	  -0.00706986	   0
  1.55500000	 166.38500000	  -0.00706986	   0
