boundary,u_x,u_y,x,y
0.0,0.0014784743970451333,-0.008394986986939043,1.555,205.26
0.0,0.00176066696512119,-0.00846031321613597,1.555,206.815
0.0,0.001991713658246993,-0.008481625978533443,1.555,208.37
0.0,0.002275852604748302,-0.008420775728716889,1.555,209.925
0.0,0.0022881819510788067,-0.008460627831956792,1.555,211.48
0.0,0.002351418011846816,-0.008308828097626047,1.555,213.035
0.0,0.002486581419118109,-0.008349409606468464,1.555,214.59
0.0,0.00273508463472239,-0.008324299649732667,1.555,216.145
0.0,0.0027082942401557993,-0.008018375236567005,1.555,217.7
0.0,0.0029958107004705936,-0.008117592199320714,1.555,219.255
0.0,0.0030840265937890454,-0.008060519961588311,1.555,220.81
0.0,0.0031582832364389496,-0.007806779682071345,1.555,222.365
0.0,0.003113307773675804,-0.007720593343293246,1.555,223.92
0.0,0.0031960246192878987,-0.007614299911113606,1.555,225.475
0.0,0.003373466282590268,-0.007451746147962477,1.555,227.03
0.0,0.0035325155466642212,-0.0073656833209739155,1.555,228.585
0.0,0.0033458145178279965,-0.007048060896414965,1.555,230.14
0.0,0.0035897656926274515,-0.0072100566469495714,1.555,231.695
0.0,0.003481074793506441,-0.007049567548351449,1.555,233.25
0.0,0.003462186926231406,-0.006647235830680472,1.555,234.805
0.0,0.0035255104105032754,-0.006595483772275037,1.555,236.36
0.0,0.003464959766098078,-0.006402782874708157,1.555,237.915
0.0,0.0035749512112316505,-0.006363171632459754,1.555,239.47
0.0,0.0036014002383894955,-0.006303773585383581,1.555,241.025
0.0,0.003702368742144311,-0.006142191981876871,1.555,242.58
0.0,0.0035432148978579198,-0.005991310676181605,1.555,244.135
0.0,0.0036461342898941474,-0.005808389995565435,1.555,245.69
0.0,0.003776186063603022,-0.005482723646565373,1.555,247.245
0.0,0.00363512684506831,-0.005498928236058978,1.555,248.8
0.0,0.0035323881223291256,-0.0052947987018919,1.555,250.355
0.0,0.0035642650895141227,-0.005341274834536855,1.555,251.91
0.0,0.0035900438108905815,-0.005149061003313608,1.555,253.465
0.0,0.003452900228204126,-0.004941673957102616,1.555,255.02
0.0,0.0034552405793552067,-0.005018997299650054,1.555,256.575
0.0,0.0035212185422045846,-0.004583095213671401,1.555,258.13
0.0,0.0033381640342807673,-0.0046519355138350555,1.555,259.685
0.0,0.0035431492479907536,-0.0046396374741828625,1.555,261.24
0.0,0.003257419861035043,-0.004328482390025931,1.555,262.795
0.0,0.0034118617249894187,-0.004453018739458713,1.555,264.35
0.0,0.0031780612456727107,-0.004466859422861078,1.555,265.905
0.0,0.003135930832357791,-0.003871288293226868,1.555,267.46
0.0,0.003355191017405074,-0.0039732238943946604,1.555,269.015
0.0,0.0030076043010914878,-0.0040340110453475075,1.555,270.57
0.0,0.0031861435649861696,-0.0038075951025831486,1.555,272.125
0.0,0.0029595069181309356,-0.0036822957572150666,1.555,273.68
0.0,0.0029794749840444134,-0.003620305025649282,1.555,275.235
0.0,0.0030416807777179267,-0.0036324811579869806,1.555,276.79
0.0,0.002979352234552897,-0.0032821474176928855,1.555,278.345
0.0,0.002939902657061654,-0.003364392696538576,1.555,279.9
0.0,0.0029353658126768664,-0.0031877302455306203,1.555,281.455
0.0,4.85101625706981e-05,6.670798199032872e-06,1.555,283.01
0.0,-6.48117599588667e-05,0.00028397065729601686,1.555,284.565
0.0,-3.73185043909344e-05,-7.031995923760705e-05,1.555,286.12
0.0,-4.0116482995153624e-05,-1.845003424566286e-05,1.555,287.675
0.0,-3.489207724471586e-05,0.00015822018181586416,1.555,289.23
0.0,-2.673627591744991e-06,1.7454744686661117e-05,1.555,290.785
0.0,4.6442540309046046e-05,0.0002378638098443604,1.555,292.34
0.0,-0.00013553098193150827,-3.173180843921814e-05,1.555,293.895
0.0,-8.229761333895081e-05,-6.75097532145539e-05,1.555,295.45
0.0,7.787520710194797e-05,0.0001767569816864712,3.11,1.555
0.0,9.92898748069886e-05,-6.50935590544403e-05,3.11,3.11
0.0,0.0001356353428869276,-2.9113439670269566e-05,3.11,4.665
0.0,-0.00019565772082694968,-0.0001980589909554423,3.11,6.22
0.0,4.297077120219248e-05,-1.8445524589735587e-05,3.11,7.775
0.0,-0.00011844134415843023,-0.0001406771832181124,3.11,9.33
0.0,-5.550784392247033e-06,-5.3904211562118435e-05,3.11,10.885
0.0,-9.676564554305673e-05,0.00010088130960284728,3.11,12.44
0.0,-0.0001704449339858334,9.196956651978085e-05,3.11,13.995
0.0,0.0001261366494131617,1.6904254814221653e-05,3.11,15.55
0.0,1.955385991598948e-05,-2.932885859242922e-05,3.11,17.105
0.0,-6.952130125119967e-06,0.0001263860616713619,3.11,18.66
0.0,7.713233313289827e-05,6.149958520534327e-05,3.11,20.215
0.0,4.087663408763187e-05,0.0001282002420656612,3.11,21.77
0.0,3.775277430957334e-05,-4.98867053655202e-06,3.11,23.325
0.0,-1.1917904752964098e-05,-2.476924832715878e-05,3.11,24.88
0.0,0.00014802339398139612,-1.9940655850188623e-05,3.11,26.435
0.0,-2.6583969552534144e-05,-0.00018778140936611778,3.11,27.99
0.0,1.672294905421936e-05,1.58284365504418e-05,3.11,29.545
0.0,3.947377092983699e-05,-2.851221111916198e-05,3.11,31.1
0.0,6.857860272748006e-05,0.000123535513080303,3.11,32.655
0.0,2.887249109672669e-05,-5.416099569331442e-05,3.11,34.21
0.0,1.057958621768723e-05,0.00019233493087777756,3.11,35.765
0.0,4.712720184707356e-05,8.665919981832886e-05,3.11,37.32
0.0,-4.1735700959259786e-05,3.79130992228993e-05,3.11,38.875
0.0,-0.00014941183268246018,-0.00010844780672766084,3.11,40.43
0.0,8.020811628520005e-06,6.781003462074966e-05,3.11,41.985
0.0,1.7871112307311856e-06,0.00010754734164506097,3.11,43.54
0.0,-0.00010576605414675307,3.0781264510556994e-05,3.11,45.095
0.0,0.0009804325897540644,0.0018469434030796523,3.11,46.65
0.0,0.0010826913523603076,0.0019223464248171011,3.11,48.205
0.0,0.0010682174293338495,0.0019868488512430854,3.11,49.76
0.0,0.0012400373807837073,0.0019112422907955847,3.11,51.315
0.0,0.0012349521120230231,0.0020974898521986893,3.11,52.87
0.0,0.0013046825031035442,0.0020619961470757604,3.11,54.425
0.0,0.001111062517368285,0.0020018096856830965,3.11,55.98
0.0,0.0013011117019352044,0.002107514059524266,3.11,57.535
0.0,0.0011278216328940531,0.0021304299563651434,3.11,59.09
0.0,0.0012482227769517542,0.0021551601545409865,3.11,60.645
0.0,0.0013887895166862976,0.002337015657578207,3.11,62.2
0.0,0.0013092177219056211,0.0023869694218141067,3.11,63.755
0.0,0.0012547160263046103,0.0024985013445498858,3.11,65.31
0.0,0.0014090290345233328,0.0025872953637596967,3.11,66.865
0.0,0.0012838192357425456,0.002532900856020238,3.11,68.42
0.0,0.00148943046653349,0.002811153641419404,3.11,69.975
0.0,0.0014449474640794912,0.0028615849447968054,3.11,71.53
0.0,0.0014455534810559095,0.0029370210924848515,3.11,73.085
0.0,0.0013570678248072676,0.0028137992769242223,3.11,74.64
0.0,0.0014140435299431272,0.0029841028919043084,3.11,76.195
0.0,0.0014017091205801371,0.0032675884418357113,3.11,77.75
0.0,0.001563891300824802,0.0031675979198260516,3.11,79.305
0.0,0.0014190371009667037,0.0030973196339592313,3.11,80.86
0.0,0.0013875854803894014,0.003210090804862847,3.11,82.415
0.0,0.001092968934329278,0.003366002859746122,3.11,83.97
0.0,0.001261611584382467,0.003388615490463493,3.11,85.525
0.0,0.0014288200553114428,0.0036412560439912406,3.11,87.08
0.0,0.0013790773448942295,0.0035502495993851536,3.11,88.635
0.0,0.0013269897588954454,0.0034842539808771947,3.11,90.19
0.0,0.001364437019686795,0.00370669638951864,3.11,91.745
0.0,0.0013577527468815428,0.003597325212534421,3.11,93.3
0.0,0.001156295514076093,0.003959970808941767,3.11,94.855
0.0,0.0012381652461180349,0.003849335232162772,3.11,96.41
0.0,0.001202174355225067,0.003956427287627689,3.11,97.965
0.0,0.0012780875690593765,0.004041685210573787,3.11,99.52
0.0,0.001130353768394758,0.004042932645476756,3.11,101.075
0.0,0.0010475885343368806,0.004117453105212649,3.11,102.63
0.0,0.0010687396390186854,0.004160481964347578,3.11,104.185
0.0,0.0009465234035636521,0.004416278714596611,3.11,105.74
0.0,0.0008398762297172923,0.004263018261469002,3.11,107.295
0.0,0.0008502679332159074,0.004412378646579509,3.11,108.85
0.0,0.0007003799148565238,0.0043867778304622,3.11,110.405
0.0,0.0005894094042696782,0.004402709242068323,3.11,111.96
0.0,0.0004110356581100439,0.004500633595019634,3.11,113.515
0.0,0.0004221431980176077,0.004421863800588887,3.11,115.07
0.0,0.00038150119022288694,0.004371705542206321,3.11,116.625
0.0,0.0002390946712866191,0.004578920444810245,3.11,118.18
0.0,0.00028457785679312174,0.004395740540215812,3.11,119.735
0.0,0.00022501627325371978,0.004304362415976701,3.11,121.29
0.0,-2.578850267687341e-05,0.004125103373937394,3.11,122.845
0.0,-0.0001597098106180548,0.004428871813811871,3.11,124.4
0.0,-0.0003855325800501514,0.004264999289868713,3.11,125.955
0.0,-0.0005836500593070511,0.003904142623478465,3.11,127.51
0.0,-0.000634699881140179,0.004038873701564184,3.11,129.065
0.0,-0.0006931315431751298,0.003907524978739807,3.11,130.62
0.0,-0.0008469231488404485,0.0035848210120999775,3.11,132.175
0.0,-0.001104268627743216,0.0036886802327059844,3.11,133.73
0.0,-0.0011723213199047913,0.003439355633471227,3.11,135.285
0.0,-0.0012566524784096119,0.003074555532229313,3.11,136.84
0.0,-0.0013602997416603617,0.0030983347566056764,3.11,138.395
0.0,-0.0015400248895051272,0.0028239059899327077,3.11,139.95
0.0,-0.001542321999895325,0.0025231339949155275,3.11,141.505
0.0,-0.0018006925205941388,0.0022459536857978362,3.11,143.06
0.0,-0.0017149508718825464,0.0019383741954338114,3.11,144.615
0.0,-0.0019090507718622202,0.0017680418658522093,3.11,146.17
0.0,-0.0021456793010864715,0.0015291398458760772,3.11,147.725
0.0,-0.0022379006632132006,0.0009161833798922442,3.11,149.28
0.0,-0.002485117772913817,0.0006867155364729589,3.11,150.835
0.0,-0.002392912446322587,0.0005434755661705824,3.11,152.39
0.0,-0.0024813113239511055,5.127041450048075e-05,3.11,153.945
0.0,-0.0023628472178762647,-0.0005373032700503041,3.11,155.5
0.0,-0.002621446252531709,-0.000814010072179036,3.11,157.055
0.0,-0.0023990790012379842,-0.0011690446649528748,3.11,158.61
0.0,-0.002609588484475755,-0.0018150364900805444,3.11,160.165
0.0,-0.002594010472934536,-0.0020756475839277936,3.11,161.72
0.0,-0.0027286777460463697,-0.0024731124953392405,3.11,163.275
0.0,-0.0022653148008641693,-0.0027180750513656547,3.11,164.83
0.0,-0.0026155859770322864,-0.003216332975507729,3.11,166.385
0.0,-0.0022861604314989184,-0.0036026498767574005,3.11,167.94
0.0,-0.002324321727893745,-0.004140355779980021,3.11,169.495
0.0,-0.0022370994822377512,-0.0042903789351115135,3.11,171.05
0.0,-0.0020706635758947238,-0.00466860445815918,3.11,172.605
0.0,-0.0020808401231892514,-0.005166318972621423,3.11,174.16
0.0,-0.0019364451579872316,-0.005404783774972298,3.11,175.715
0.0,-0.001688966851126277,-0.005885719726377345,3.11,177.27
0.0,-0.0015142567828826759,-0.0062648270846114825,3.11,178.825
0.0,-0.0014285903879755282,-0.006469377560642129,3.11,180.38
0.0,-0.0012006110898210936,-0.007090155494734119,3.11,181.935
0.0,-0.0010394696711139822,-0.007109408944780994,3.11,183.49
0.0,-0.0008232162072221102,-0.007343265434222391,3.11,185.045
0.0,-0.0007017885293255429,-0.0076140216083244614,3.11,186.6
0.0,-0.0003238511389901981,-0.007857953122576098,3.11,188.155
0.0,-0.00023030933265786072,-0.00802214133333512,3.11,189.71
0.0,-3.6498814535127215e-05,-0.008397280554759873,3.11,191.265
0.0,0.0003792219424382312,-0.008238203534260798,3.11,192.82
0.0,0.0004909534316699942,-0.008326616633785089,3.11,194.375
0.0,0.0007819114047889406,-0.008584269421716955,3.11,195.93
0.0,0.0008120037072576745,-0.00879595441968787,3.11,197.485
0.0,0.0009907663299687512,-0.008911181443796375,3.11,199.04
0.0,0.0013943320594550568,-0.00882051004127503,3.11,200.595
0.0,0.001531578091290413,-0.008714866171503561,3.11,202.15
0.0,0.0016759633876952547,-0.009029974022824693,3.11,203.705
0.0,0.0017106560321013039,-0.008941817330867017,3.11,205.26
0.0,0.0020207761872637025,-0.008786601867722788,3.11,206.815
0.0,0.0022547935051111653,-0.00888930610161765,3.11,208.37
0.0,0.0023298453434827475,-0.008974413944820361,3.11,209.925
0.0,0.0025434043988254926,-0.008684024749420878,3.11,211.48
0.0,0.00245859628034591,-0.008462997059741404,3.11,213.035
0.0,0.0026269240758762117,-0.00854308272731851,3.11,214.59
0.0,0.002994887122475751,-0.008569674621124719,3.11,216.145
0.0,0.002926724424728017,-0.008506357455667937,3.11,217.7
0.0,0.0029602908725652227,-0.008162863394968183,3.11,219.255
0.0,0.003104760815759567,-0.008081733502849978,3.11,220.81
0.0,0.0032454414958814517,-0.00797824462001068,3.11,222.365
0.0,0.0032722689106629925,-0.008016648308239092,3.11,223.92
0.0,0.0033730378888330863,-0.007711411488018504,3.11,225.475
0.0,0.003463760478342617,-0.0076444712579568815,3.11,227.03
0.0,0.0035787993566089695,-0.007449685555825186,3.11,228.585
0.0,0.003479352966102875,-0.007464183111596115,3.11,230.14
0.0,0.0035820985789196957,-0.007318792660916109,3.11,231.695
0.0,0.003678836021966614,-0.007106296248992254,3.11,233.25
0.0,0.0036181442383584382,-0.00707839132094469,3.11,234.805
0.0,0.0036374251774760444,-0.006527528019028889,3.11,236.36
0.0,0.0037227117704702263,-0.00670942705396655,3.11,237.915
0.0,0.0036581340792526036,-0.006407859941997691,3.11,239.47
0.0,0.0038218332435586404,-0.006330404418630274,3.11,241.025
0.0,0.0036255143975514933,-0.006423226810270196,3.11,242.58
0.0,0.003650648768270157,-0.005965289458995025,3.11,244.135
0.0,0.0037639020166342534,-0.005988779742641871,3.11,245.69
0.0,0.003759676906647083,-0.005761023430958002,3.11,247.245
0.0,0.0036020903125209567,-0.005576111300333389,3.11,248.8
0.0,0.0034543524450768386,-0.005496667767839644,3.11,250.355
0.0,0.0036679491878302667,-0.005470973094151139,3.11,251.91
0.0,0.0038224213659342043,-0.005185390447099428,3.11,253.465
0.0,0.0036520683183384173,-0.004842715252063803,3.11,255.02
0.0,0.003635674644976264,-0.0049469894073719215,3.11,256.575
0.0,0.0036468327441387055,-0.004601774505345582,3.11,258.13
0.0,0.003614983224659184,-0.004560258763957389,3.11,259.685
0.0,0.003484556280108783,-0.00462792217665106,3.11,261.24
0.0,0.0034567894758255804,-0.004462532867348875,3.11,262.795
0.0,0.0036112504939442873,-0.004357217909538204,3.11,264.35
0.0,0.0033412817511665224,-0.004365835442029226,3.11,265.905
0.0,0.0033993165906756667,-0.0041708834949035324,3.11,267.46
0.0,0.0031962666061244225,-0.0038749628236132974,3.11,269.015
0.0,0.0033087279727928255,-0.003987848229375413,3.11,270.57
0.0,0.0032164163551707207,-0.003947512443625716,3.11,272.125
0.0,0.0031741987825116254,-0.0036431691451850124,3.11,273.68
0.0,0.0030060127994845785,-0.003572086420144366,3.11,275.235
0.0,0.003149732481835061,-0.003687031987675398,3.11,276.79
0.0,0.0029999892481140287,-0.003504613651875729,3.11,278.345
0.0,0.0029187962766558584,-0.003506696777033561,3.11,279.9
0.0,0.002987508791928538,-0.003352744084969536,3.11,281.455
0.0,0.002921059265515592,-0.00324433029740141,3.11,283.01
0.0,-5.691897656931654e-05,0.00012646793277247868,3.11,284.565
0.0,-0.00014016087750018646,-1.9688211972019373e-05,3.11,286.12
0.0,-4.9672723670897785e-05,-4.917109885490448e-05,3.11,287.675
0.0,-6.095080070008315e-06,5.598077292644767e-05,3.11,289.23
0.0,-3.2876003274241936e-05,-2.9760825136619004e-05,3.11,290.785
0.0,-9.689044970132354e-06,4.138679581410898e-06,3.11,292.34
0.0,-1.0299926202336714e-05,0.00010617767700293753,3.11,293.895
0.0,0.00015208897862693086,-0.00011532289110402796,3.11,295.45
0.0,0.00010842624601662173,3.44066421914986e-05,4.665,1.555
0.0,-2.2068106301155767e-05,-0.0001223582391109017,4.665,3.11
0.0,6.262367920789343e-05,-2.9913359990789826e-05,4.665,4.665
0.0,3.055182347601602e-05,0.00010097453382277205,4.665,6.22
0.0,0.00020834651422495996,-0.00017016027117609252,4.665,7.775
0.0,-8.687049379786826e-05,-1.802896761133365e-05,4.665,9.33
0.0,-1.4021526859592307e-05,-4.6278340197743883e-05,4.665,10.885
0.0,-0.00010647394898083212,-9.919273017197611e-06,4.665,12.44
0.0,-7.096252452152988e-05,-1.5319983547203036e-05,4.665,13.995
0.0,-9.56886843171755e-06,-0.00010767339948614528,4.665,15.55
0.0,-2.840789780036507e-05,4.4139481038654905e-05,4.665,17.105
0.0,-0.00011812603393460143,1.3641087954658258e-05,4.665,18.66
0.0,1.4199871444036424e-05,3.821456068847643e-06,4.665,20.215
0.0,-7.974817643861607e-05,-1.3682953312468876e-05,4.665,21.77
0.0,-2.9198411970350954e-05,8.823065644713008e-05,4.665,23.325
0.0,-8.939028471143488e-06,1.0480005366523643e-05,4.665,24.88
0.0,3.803620522096436e-05,3.216744260155084e-05,4.665,26.435
0.0,5.434632082350234e-05,6.45925560990891e-06,4.665,27.99
0.0,-0.00017366483227084807,2.2323836174483522e-05,4.665,29.545
0.0,-0.00010682464947130565,-8.479044638971814e-05,4.665,31.1
0.0,-7.912262490190841e-05,-0.00019147242347146843,4.665,32.655
0.0,6.0511155062991334e-05,5.896307829616384e-05,4.665,34.21
0.0,-3.498156087167459e-05,1.7964301645542897e-06,4.665,35.765
0.0,-8.763522572203035e-05,-6.288562434789385e-05,4.665,37.32
0.0,-8.684353015457423e-05,-9.39177779955564e-05,4.665,38.875
0.0,0.00020180104397286445,0.00012595386191280327,4.665,40.43
0.0,0.00013544228478467853,-4.701708487415687e-05,4.665,41.985
0.0,-9.861744948998716e-05,0.0002736121129166996,4.665,43.54
0.0,0.000954249080589897,0.001719919842400819,4.665,45.095
0.0,0.0011297467987803527,0.0018715754595426937,4.665,46.65
0.0,0.0012413609313942635,0.0020648800506650232,4.665,48.205
0.0,0.0011404164006472005,0.002045512752973512,4.665,49.76
0.0,0.0012194619671897595,0.001980311904815757,4.665,51.315
0.0,0.0012074695626564907,0.002051381923450494,4.665,52.87
0.0,0.0012485621428345592,0.0021613706213105557,4.665,54.425
0.0,0.0012489772335355029,0.002139973907210519,4.665,55.98
0.0,0.0014117154110281967,0.002314324079390064,4.665,57.535
0.0,0.0014429145105323284,0.002289112681510123,4.665,59.09
0.0,0.0014712298990670245,0.002233565206342163,4.665,60.645
0.0,0.0011391726231670908,0.002386686679215647,4.665,62.2
0.0,0.0011689204496453185,0.002456308318458863,4.665,63.755
0.0,0.0012116281610766756,0.0024710935814245085,4.665,65.31
0.0,0.0012908838628596774,0.0025965138777470607,4.665,66.865
0.0,0.001269383517587006,0.0027183643857196815,4.665,68.42
0.0,0.0014364613293550274,0.0027693217523005803,4.665,69.975
0.0,0.001315367551065978,0.002854138861270778,4.665,71.53
0.0,0.001324290886288406,0.0028230172134145267,4.665,73.085
